Timestamp,Mean_PSD_dB,SNR_dB,PU_Present
1775166736.9760392,-32.63064193725586,9.386791229248047,0
1775166736.9791393,-33.59122848510742,7.559165954589844,0
1775166736.9812562,-32.99662780761719,8.374870300292969,0
1775166736.9853818,-33.617069244384766,6.392005920410156,0
1775166736.9878488,-31.860153198242188,7.000572204589844,0
1775166737.0043905,-29.302396774291992,7.113584518432617,0
1775166737.0073807,-32.262298583984375,7.066608428955078,0
1775166737.0165622,-28.5080623626709,6.12291145324707,0
1775166737.0195594,-26.873620986938477,6.961034774780273,0
1775166737.050091,-23.11859130859375,8.091358184814453,1
1775166737.081545,-32.71291732788086,6.751171112060547,0
1775166737.112972,-29.541337966918945,6.614603042602539,0
1775166737.1454985,-30.893301010131836,7.313619613647461,0
1775166737.177645,-29.14824867248535,6.575998306274414,0
1775166737.209284,-25.06669807434082,6.937204360961914,0
1775166737.2410316,-30.989660263061523,8.400312423706055,0
1775166737.2741232,-30.3772029876709,7.516511917114258,0
1775166737.3051624,-32.49393081665039,6.895225524902344,0
1775166737.3370707,-33.51969909667969,7.8784942626953125,0
1775166737.3690197,-33.34505844116211,8.881977081298828,0
1775166737.4012032,-29.131441116333008,8.339033126831055,0
1775166737.4332242,-30.63445281982422,8.165462493896484,0
1775166737.4647107,-32.74946975708008,6.388957977294922,0
1775166737.4973686,-33.715755462646484,7.954158782958984,0
1775166737.5303037,-31.82634925842285,6.430997848510742,0
1775166737.5615392,-32.15785217285156,7.057491302490234,0
1775166737.5935667,-29.1528263092041,5.667776107788086,0
1775166737.6248913,-29.53047752380371,7.639604568481445,0
1775166737.6570935,-30.89927101135254,7.971155166625977,0
1775166737.689746,-31.0390567779541,8.425588607788086,0
1775166737.721386,-31.19785499572754,6.71385383605957,0
1775166737.7541952,-32.553443908691406,8.111953735351562,0
1775166737.785656,-31.791915893554688,6.774070739746094,0
1775166737.8176343,-33.41636657714844,7.072513580322266,0
1775166737.849142,-34.01008987426758,7.6424407958984375,0
1775166737.8817997,-34.14385986328125,6.935466766357422,0
1775166737.9130762,-33.26395034790039,7.3048553466796875,0
1775166737.945086,-32.1917610168457,7.587589263916016,0
1775166737.9773526,-31.625829696655273,6.702596664428711,0
1775166738.0092914,-33.343353271484375,6.7538604736328125,0
1775166738.0414758,-32.96965408325195,8.64609146118164,0
1775166738.0735035,-33.05730056762695,8.131629943847656,0
1775166738.1055024,-31.379615783691406,6.566890716552734,0
1775166738.137444,-32.03553009033203,6.371036529541016,0
1775166738.1689746,-32.09259796142578,7.278564453125,0
1775166738.2016187,-33.2578125,7.681083679199219,0
1775166738.232463,-32.3426399230957,7.815700531005859,0
1775166738.2666018,-34.018760681152344,7.4323272705078125,0
1775166738.2974746,-32.9112663269043,7.116085052490234,0
1775166738.329489,-27.6417236328125,7.691783905029297,0
1775166738.3622475,-29.99298858642578,7.016326904296875,0
1775166738.3933866,-32.77826690673828,7.186649322509766,0
1775166738.4252336,-29.136077880859375,7.200031280517578,0
1775166738.4578085,-31.953821182250977,6.903409957885742,0
1775166738.489533,-32.79652786254883,7.680156707763672,0
1775166738.5213256,-28.282041549682617,7.609598159790039,0
1775166738.5537677,-31.772911071777344,7.802135467529297,0
1775166738.58552,-33.159088134765625,7.6230010986328125,0
1775166738.617915,-32.52780532836914,7.1501617431640625,0
1775166738.649286,-33.46610641479492,7.7202606201171875,0
1775166738.6810293,-32.38859558105469,7.953041076660156,0
1775166738.713005,-33.42604446411133,7.049507141113281,0
1775166738.7453463,-31.513580322265625,6.467647552490234,0
1775166738.7778914,-33.73556900024414,7.910701751708984,0
1775166738.8103096,-32.19449234008789,7.695453643798828,0
1775166738.8418415,-33.40596008300781,5.651035308837891,0
1775166738.8745537,-28.31516456604004,8.095941543579102,0
1775166738.9059896,-30.39967918395996,7.945589065551758,0
1775166738.9377394,-30.64863395690918,7.304636001586914,0
1775166738.9697335,-30.481201171875,7.858066558837891,0
1775166739.0017395,-32.570430755615234,6.492580413818359,0
1775166739.03874,-30.21710777282715,6.48585319519043,0
1775166739.0657346,-32.84566879272461,6.683296203613281,0
1775166739.0971677,-30.013574600219727,8.13475227355957,0
1775166739.1299214,-30.734468460083008,6.071283340454102,0
1775166739.161245,-30.520530700683594,7.939090728759766,0
1775166739.193706,-30.87762451171875,6.049495697021484,0
1775166739.2259665,-34.95183181762695,7.434322357177734,0
1775166739.2575414,-33.445648193359375,7.632072448730469,0
1775166739.2895474,-30.627546310424805,6.85859489440918,0
1775166739.3223617,-31.543214797973633,7.670713424682617,0
1775166739.3538795,-33.32315444946289,7.26708984375,0
1775166739.3858855,-32.48423385620117,7.205005645751953,0
1775166739.4182246,-30.386327743530273,8.968820571899414,0
1775166739.4498298,-32.888328552246094,6.88970947265625,0
1775166739.4848287,-30.768423080444336,8.068269729614258,0
1775166739.513919,-32.36158752441406,8.306282043457031,0
1775166739.517057,-29.691694259643555,7.891538619995117,0
1775166739.5463974,-33.62321472167969,7.5229644775390625,0
1775166739.5773945,-29.376846313476562,6.274951934814453,0
1775166739.616861,-30.20316505432129,6.861753463745117,0
1775166739.6409733,-29.761001586914062,7.868167877197266,0
1775166739.644397,-31.578393936157227,6.821943283081055,0
1775166739.6734643,-29.669248580932617,6.539777755737305,0
1775166739.706251,-28.452402114868164,7.57276725769043,0
1775166739.7488775,-29.025466918945312,6.390987396240234,0
